age,nb_payements,interest_rate,amount,target
60,5,0,1000,205.01899500257664
60,5,0,2000,410.0379900051533
60,5,0,4000,820.0759800103066
60,5,0,8000,1640.1519600206132
60,5,0.005,500,93.26685360784595
60,5,0.005,1000,186.5337072156919
60,5,0.005,2000,373.0674144313838
60,5,0.005,4000,746.1348288627676
60,5,0.005,8000,1492.2696577255351
60,5,0.01,500,85.08056991299725
60,5,0.01,1000,170.1611398259945
60,5,0.01,2000,340.322279651989
60,5,0.01,4000,680.644559303978
60,5,0.01,8000,1361.289118607956
60,5,0.015,500,77.8149828858741
60,5,0.015,1000,155.6299657717482
60,5,0.015,2000,311.2599315434964
60,5,0.015,4000,622.5198630869928
60,5,0.015,8000,1245.0397261739856
60,5,0.02,500,71.3533439235828
60,5,0.02,1000,142.7066878471656
60,5,0.02,2000,285.4133756943312
60,5,0.02,4000,570.8267513886624
60,5,0.02,8000,1141.6535027773248
60,5,0.025,500,65.59500562355728
60,5,0.025,1000,131.19001124711457
60,5,0.025,2000,262.38002249422914
60,5,0.025,4000,524.7600449884583
60,5,0.025,8000,1049.5200899769166
60,10,0,500,53.32145599984044
60,10,0,1000,106.64291199968088
60,10,0,2000,213.28582399936175
60,10,0,4000,426.5716479987235
60,10,0,8000,853.143295997447
60,10,0.005,500,49.09239753102852
60,10,0.005,1000,98.18479506205703
60,10,0.005,2000,196.36959012411407
60,10,0.005,4000,392.73918024822814
60,10,0.005,8000,785.4783604964563
60,10,0.01,500,45.307940220803246
60,10,0.01,1000,90.61588044160649
60,10,0.01,2000,181.23176088321298
60,10,0.01,4000,362.46352176642597
60,10,0.01,8000,724.9270435328519
60,10,0.015,500,41.91538794361351
60,10,0.015,1000,83.83077588722702
60,10,0.015,2000,167.66155177445404
60,10,0.015,4000,335.3231035489081
60,10,0.015,8000,670.6462070978162
60,10,0.02,500,38.868840098436486
60,10,0.02,1000,77.73768019687297
60,10,0.02,2000,155.47536039374594
60,10,0.02,4000,310.9507207874919
60,10,0.02,8000,621.9014415749838
60,10,0.025,500,36.12825478848595
60,10,0.025,1000,72.2565095769719
60,10,0.025,2000,144.5130191539438
60,10,0.025,4000,289.0260383078876
60,10,0.025,8000,578.0520766157751
60,20,0,500,30.085271557764067
60,20,0,1000,60.17054311552813
60,20,0,2000,120.34108623105627
60,20,0,4000,240.68217246211253
60,20,0,8000,481.36434492422507
60,20,0.005,500,28.287989805303436
60,20,0.005,1000,56.57597961060687
60,20,0.005,2000,113.15195922121374
60,20,0.005,4000,226.3039184424275
60,20,0.005,8000,452.607836884855
60,20,0.01,500,26.644101027065147
60,20,0.01,1000,53.288202054130295
60,20,0.01,2000,106.57640410826059
60,20,0.01,4000,213.15280821652118
60,20,0.01,8000,426.30561643304236
60,20,0.015,500,25.139017874680945
60,20,0.015,1000,50.27803574936189
60,20,0.015,2000,100.55607149872378
60,20,0.015,4000,201.11214299744756
60,20,0.015,8000,402.2242859948951
60,20,0.02,500,23.759642301029093
60,20,0.02,1000,47.519284602058185
60,20,0.02,2000,95.03856920411637
60,20,0.02,4000,190.07713840823274
60,20,0.02,8000,380.1542768164655
60,20,0.025,500,22.49420382585047
60,20,0.025,1000,44.98840765170094
60,20,0.025,2000,89.97681530340188
60,20,0.025,4000,179.95363060680376
60,20,0.025,8000,359.9072612136075
60,30,0,500,24.51025059558503
60,30,0,1000,49.02050119117006
60,30,0,2000,98.04100238234012
60,30,0,4000,196.08200476468025
60,30,0,8000,392.1640095293605
60,30,0.005,500,23.359127654585663
60,30,0.005,1000,46.718255309171326
60,30,0.005,2000,93.43651061834265
60,30,0.005,4000,186.8730212366853
60,30,0.005,8000,373.7460424733706
60,30,0.01,500,22.283325332141906
60,30,0.01,1000,44.56665066428381
60,30,0.01,2000,89.13330132856763
60,30,0.01,4000,178.26660265713525
60,30,0.01,8000,356.5332053142705
60,30,0.015,500,21.277904127104804
60,30,0.015,1000,42.55580825420961
60,30,0.015,2000,85.11161650841922
60,30,0.015,4000,170.22323301683844
60,30,0.015,8000,340.44646603367687
60,30,0.02,500,20.338217353325625
60,30,0.02,1000,40.67643470665125
60,30,0.02,2000,81.3528694133025
60,30,0.02,4000,162.705738826605
60,30,0.02,8000,325.41147765321
60,30,0.025,500,19.459895936007143
60,30,0.025,1000,38.91979187201429
60,30,0.025,2000,77.83958374402857
60,30,0.025,4000,155.67916748805715
60,30,0.025,8000,311.3583349761143
60,40,0,500,23.676633493120693
60,40,0,1000,47.35326698624139
60,40,0,2000,94.70653397248277
60,40,0,4000,189.41306794496555
60,40,0,8000,378.8261358899311
60,40,0.005,500,22.642040910469753
60,40,0.005,1000,45.284081820939505
60,40,0.005,2000,90.56816364187901
60,40,0.005,4000,181.13632728375802
60,40,0.005,8000,362.27265456751604
60,40,0.01,500,21.66659433621251
60,40,0.01,1000,43.33318867242502
60,40,0.01,2000,86.66637734485003
60,40,0.01,4000,173.33275468970007
60,40,0.01,8000,346.66550937940013
60,40,0.015,500,20.747536675847115
60,40,0.015,1000,41.49507335169423
60,40,0.015,2000,82.99014670338846
60,40,0.015,4000,165.98029340677692
60,40,0.015,8000,331.96058681355385
60,40,0.02,500,19.882126372225898
60,40,0.02,1000,39.764252744451795
60,40,0.02,2000,79.52850548890359
60,40,0.02,4000,159.05701097780718
60,40,0.02,8000,318.11402195561436
60,40,0.025,500,19.06765357950647
60,40,0.025,1000,38.13530715901294
60,40,0.025,2000,76.27061431802588
60,40,0.025,4000,152.54122863605176
60,40,0.025,8000,305.0824572721035
