age,nb_payements,maturity,interest_rate,amount,target
30,1,5,0.01,4000,24.612163807994957
30,1,5,0.01,8000,49.224327615989914
30,1,5,0.015,500,3.0301589848904285
30,1,5,0.015,1000,6.060317969780857
30,1,5,0.015,2000,12.120635939561714
30,1,5,0.015,4000,24.241271879123428
30,1,5,0.015,8000,48.482543758246855
30,1,5,0.02,500,2.9848647217008035
30,1,5,0.02,1000,5.969729443401607
30,1,5,0.02,2000,11.939458886803214
30,1,5,0.02,4000,23.878917773606428
30,1,5,0.02,8000,47.757835547212856
30,1,5,0.025,500,2.940606436286776
30,1,5,0.025,1000,5.881212872573552
30,1,5,0.025,2000,11.762425745147103
30,1,5,0.025,4000,23.524851490294207
30,1,5,0.025,8000,47.049702980588414
30,1,10,0,500,7.668335547154388
30,1,10,0,1000,15.336671094308777
30,1,10,0,2000,30.673342188617553
30,1,10,0,4000,61.34668437723511
30,1,10,0,8000,122.69336875447021
30,1,10,0.005,500,7.440473139477035
30,1,10,0.005,1000,14.88094627895407
30,1,10,0.005,2000,29.76189255790814
30,1,10,0.005,4000,59.52378511581628
30,1,10,0.005,8000,119.04757023163256
30,1,10,0.01,500,7.221933033348093
30,1,10,0.01,1000,14.443866066696186
30,1,10,0.01,2000,28.887732133392372
30,1,10,0.01,4000,57.775464266784745
30,1,10,0.01,8000,115.55092853356949
30,1,10,0.015,500,7.012262213082879
30,1,10,0.015,1000,14.024524426165758
30,1,10,0.015,2000,28.049048852331516
30,1,10,0.015,4000,56.09809770466303
30,1,10,0.015,8000,112.19619540932607
30,1,10,0.02,500,6.811032559719357
30,1,10,0.02,1000,13.622065119438714
30,1,10,0.02,2000,27.24413023887743
30,1,10,0.02,4000,54.48826047775486
30,1,10,0.02,8000,108.97652095550971
30,1,10,0.025,500,6.617839340800754
30,1,10,0.025,1000,13.235678681601508
30,1,10,0.025,2000,26.471357363203015
30,1,10,0.025,4000,52.94271472640603
30,1,10,0.025,8000,105.88542945281206
30,1,20,0,500,26.228670685603355
30,1,20,0,1000,52.45734137120671
30,1,20,0,2000,104.91468274241342
30,1,20,0,4000,209.82936548482684
30,1,20,0,8000,419.6587309696537
30,1,20,0.005,500,24.560205727138307
30,1,20,0.005,1000,49.12041145427661
30,1,20,0.005,2000,98.24082290855323
30,1,20,0.005,4000,196.48164581710645
30,1,20,0.005,8000,392.9632916342129
30,1,20,0.01,500,23.022263552141474
30,1,20,0.01,1000,46.04452710428295
30,1,20,0.01,2000,92.0890542085659
30,1,20,0.01,4000,184.1781084171318
30,1,20,0.01,8000,368.3562168342636
30,1,20,0.015,500,21.603454019173782
30,1,20,0.015,1000,43.206908038347564
30,1,20,0.015,2000,86.41381607669513
30,1,20,0.015,4000,172.82763215339025
30,1,20,0.015,8000,345.6552643067805
30,1,20,0.02,500,20.293461753492394
30,1,20,0.02,1000,40.58692350698479
30,1,20,0.02,2000,81.17384701396958
30,1,20,0.02,4000,162.34769402793916
30,1,20,0.02,8000,324.6953880558783
30,1,20,0.025,500,19.0829381386996
30,1,20,0.025,1000,38.1658762773992
30,1,20,0.025,2000,76.3317525547984
30,1,20,0.025,4000,152.6635051095968
30,1,20,0.025,8000,305.3270102191936
30,1,30,0,500,63.00194135077143
30,1,30,0,1000,126.00388270154286
30,1,30,0,2000,252.00776540308573
30,1,30,0,4000,504.01553080617145
30,1,30,0,8000,1008.0310616123429
30,1,30,0.005,500,56.86690820077868
30,1,30,0.005,1000,113.73381640155736
30,1,30,0.005,2000,227.46763280311472
30,1,30,0.005,4000,454.93526560622945
30,1,30,0.005,8000,909.8705312124589
30,1,30,0.01,500,51.42884479078308
30,1,30,0.01,1000,102.85768958156616
30,1,30,0.01,2000,205.71537916313233
30,1,30,0.01,4000,411.43075832626465
30,1,30,0.01,8000,822.8615166525293
30,1,30,0.015,500,46.601579673634504
30,1,30,0.015,1000,93.20315934726901
30,1,30,0.015,2000,186.40631869453802
30,1,30,0.015,4000,372.81263738907603
30,1,30,0.015,8000,745.6252747781521
30,1,30,0.02,500,42.31026593693082
30,1,30,0.02,1000,84.62053187386164
30,1,30,0.02,2000,169.24106374772327
30,1,30,0.02,4000,338.48212749544655
30,1,30,0.02,8000,676.9642549908931
30,1,30,0.025,500,38.489818124068584
30,1,30,0.025,1000,76.97963624813717
30,1,30,0.025,2000,153.95927249627434
30,1,30,0.025,4000,307.9185449925487
30,1,30,0.025,8000,615.8370899850974
30,1,40,0,500,132.0680494533565
30,1,40,0,1000,264.136098906713
30,1,40,0,2000,528.272197813426
30,1,40,0,4000,1056.544395626852
30,1,40,0,8000,2113.088791253704
30,1,40,0.005,500,114.57074943511509
30,1,40,0.005,1000,229.14149887023018
30,1,40,0.005,2000,458.28299774046036
30,1,40,0.005,4000,916.5659954809207
30,1,40,0.005,8000,1833.1319909618414
30,1,40,0.01,500,99.69231642209314
30,1,40,0.01,1000,199.38463284418629
30,1,40,0.01,2000,398.76926568837257
30,1,40,0.01,4000,797.5385313767451
30,1,40,0.01,8000,1595.0770627534903
30,1,40,0.015,500,87.01276940178472
30,1,40,0.015,1000,174.02553880356945
30,1,40,0.015,2000,348.0510776071389
30,1,40,0.015,4000,696.1021552142778
30,1,40,0.015,8000,1392.2043104285556
30,1,40,0.02,500,76.18291510696281
30,1,40,0.02,1000,152.36583021392562
30,1,40,0.02,2000,304.73166042785124
30,1,40,0.02,4000,609.4633208557025
30,1,40,0.02,8000,1218.926641711405
30,1,40,0.025,500,66.91193333886811
30,1,40,0.025,1000,133.82386667773622
30,1,40,0.025,2000,267.64773335547244
30,1,40,0.025,4000,535.2954667109449
30,1,40,0.025,8000,1070.5909334218898
30,5,5,0,500,0.636048917385337
30,5,5,0,1000,1.272097834770674
30,5,5,0,2000,2.544195669541348
30,5,5,0,4000,5.088391339082696
30,5,5,0,8000,10.176782678165392
30,5,5,0.005,500,0.6325617815636168
30,5,5,0.005,1000,1.2651235631272335
30,5,5,0.005,2000,2.530247126254467
30,5,5,0.005,4000,5.060494252508934
30,5,5,0.005,8000,10.120988505017868
30,5,5,0.01,500,0.6291111954254468
30,5,5,0.01,1000,1.2582223908508936
30,5,5,0.01,2000,2.516444781701787
30,5,5,0.01,4000,5.032889563403574
30,5,5,0.01,8000,10.065779126807149
30,5,5,0.015,500,0.6256966167705571
30,5,5,0.015,1000,1.2513932335411142
30,5,5,0.015,2000,2.5027864670822284
30,5,5,0.015,4000,5.005572934164457
30,5,5,0.015,8000,10.011145868328914
30,5,5,0.02,500,0.6223175137039408
30,5,5,0.02,1000,1.2446350274078817
30,5,5,0.02,2000,2.4892700548157634
30,5,5,0.02,4000,4.978540109631527
30,5,5,0.02,8000,9.957080219263053
30,5,5,0.025,500,0.6189733643927361
30,5,5,0.025,1000,1.2379467287854722
30,5,5,0.025,2000,2.4758934575709444
30,5,5,0.025,4000,4.951786915141889
30,5,5,0.025,8000,9.903573830283777
30,5,10,0,500,1.5373742753548967
30,5,10,0,1000,3.0747485507097934
30,5,10,0,2000,6.149497101419587
30,5,10,0,4000,12.298994202839173
30,5,10,0,8000,24.597988405678347
30,5,10,0.005,500,1.506589851397491
30,5,10,0.005,1000,3.013179702794982
30,5,10,0.005,2000,6.026359405589964
30,5,10,0.005,4000,12.052718811179927
30,5,10,0.005,8000,24.105437622359855
30,5,10,0.01,500,1.476797882327201
30,5,10,0.01,1000,2.953595764654402
30,5,10,0.01,2000,5.907191529308804
30,5,10,0.01,4000,11.814383058617608
30,5,10,0.01,8000,23.628766117235216
30,5,10,0.015,500,1.4479599138236743
30,5,10,0.015,1000,2.8959198276473486
30,5,10,0.015,2000,5.791839655294697
30,5,10,0.015,4000,11.583679310589394
30,5,10,0.015,8000,23.16735862117879
30,5,10,0.02,500,1.420039178829495
30,5,10,0.02,1000,2.84007835765899
30,5,10,0.02,2000,5.68015671531798
30,5,10,0.02,4000,11.36031343063596
30,5,10,0.02,8000,22.72062686127192
30,5,10,0.025,500,1.3930005155530343
30,5,10,0.025,1000,2.7860010311060686
30,5,10,0.025,2000,5.572002062212137
30,5,10,0.025,4000,11.144004124424274
30,5,10,0.025,8000,22.28800824884855
30,5,20,0,500,5.258414077063318
30,5,20,0,1000,10.516828154126635
30,5,20,0,2000,21.03365630825327
30,5,20,0,4000,42.06731261650654
30,5,20,0,8000,84.13462523301308
30,5,20,0.005,500,4.9730918992796544
30,5,20,0.005,1000,9.946183798559309
30,5,20,0.005,2000,19.892367597118618
30,5,20,0.005,4000,39.784735194237236
30,5,20,0.005,8000,79.56947038847447
30,5,20,0.01,500,4.707774207152842
30,5,20,0.01,1000,9.415548414305684
30,5,20,0.01,2000,18.83109682861137
30,5,20,0.01,4000,37.66219365722274
30,5,20,0.01,8000,75.32438731444547
30,5,20,0.015,500,4.460890718195803
30,5,20,0.015,1000,8.921781436391607
30,5,20,0.015,2000,17.843562872783213
30,5,20,0.015,4000,35.687125745566426
30,5,20,0.015,8000,71.37425149113285
30,5,20,0.02,500,4.231004698827119
30,5,20,0.02,1000,8.462009397654239
30,5,20,0.02,2000,16.924018795308477
30,5,20,0.02,4000,33.848037590616954
30,5,20,0.02,8000,67.69607518123391
30,5,20,0.025,500,4.016800846401136
30,5,20,0.025,1000,8.033601692802272
30,5,20,0.025,2000,16.067203385604543
30,5,20,0.025,4000,32.134406771209086
30,5,20,0.025,8000,64.26881354241817
30,5,30,0,500,12.630845811909785
30,5,30,0,1000,25.26169162381957
30,5,30,0,2000,50.52338324763914
30,5,30,0,4000,101.04676649527828
30,5,30,0,8000,202.09353299055655
30,5,30,0.005,500,11.514739072314924
30,5,30,0.005,1000,23.02947814462985
30,5,30,0.005,2000,46.0589562892597
30,5,30,0.005,4000,92.1179125785194
30,5,30,0.005,8000,184.2358251570388
30,5,30,0.01,500,10.516576202916172
30,5,30,0.01,1000,21.033152405832343
30,5,30,0.01,2000,42.066304811664686
30,5,30,0.01,4000,84.13260962332937
30,5,30,0.01,8000,168.26521924665875
30,5,30,0.015,500,9.622746160631257
30,5,30,0.015,1000,19.245492321262514
30,5,30,0.015,2000,38.49098464252503
30,5,30,0.015,4000,76.98196928505006
30,5,30,0.015,8000,153.9639385701001
30,5,30,0.02,500,8.821310832143846
30,5,30,0.02,1000,17.64262166428769
30,5,30,0.02,2000,35.28524332857538
30,5,30,0.02,4000,70.57048665715077
30,5,30,0.02,8000,141.14097331430153
30,5,30,0.025,500,8.101788775652345
30,5,30,0.025,1000,16.20357755130469
30,5,30,0.025,2000,32.40715510260938
30,5,30,0.025,4000,64.81431020521876
30,5,30,0.025,8000,129.62862041043752
30,5,40,0,500,26.477456623717146
30,5,40,0,1000,52.95491324743429
30,5,40,0,2000,105.90982649486858
30,5,40,0,4000,211.81965298973716
30,5,40,0,8000,423.63930597947433
30,5,40,0.005,500,23.198945165210482
30,5,40,0.005,1000,46.397890330420964
30,5,40,0.005,2000,92.79578066084193
30,5,40,0.005,4000,185.59156132168386
30,5,40,0.005,8000,371.1831226433677
30,5,40,0.01,500,20.38587191221664
30,5,40,0.01,1000,40.77174382443328
30,5,40,0.01,2000,81.54348764886656
30,5,40,0.01,4000,163.08697529773312
30,5,40,0.01,8000,326.17395059546624
30,5,40,0.015,500,17.967240564607554
30,5,40,0.015,1000,35.93448112921511
30,5,40,0.015,2000,71.86896225843022
30,5,40,0.015,4000,143.73792451686043
30,5,40,0.015,8000,287.47584903372086
30,5,40,0.02,500,15.883454272282348
30,5,40,0.02,1000,31.766908544564696
30,5,40,0.02,2000,63.53381708912939
30,5,40,0.02,4000,127.06763417825879
30,5,40,0.02,8000,254.13526835651757
30,5,40,0.025,500,14.084409251678116
30,5,40,0.025,1000,28.16881850335623
30,5,40,0.025,2000,56.33763700671246
30,5,40,0.025,4000,112.67527401342493
30,5,40,0.025,8000,225.35054802684985
30,10,10,0,500,0.7714851680562994
30,10,10,0,1000,1.5429703361125988
30,10,10,0,2000,3.0859406722251976
30,10,10,0,4000,6.171881344450395
30,10,10,0,8000,12.34376268890079
30,10,10,0.005,500,0.765426729528843
30,10,10,0.005,1000,1.530853459057686
30,10,10,0.005,2000,3.061706918115372
30,10,10,0.005,4000,6.123413836230744
30,10,10,0.005,8000,12.246827672461489
30,10,10,0.01,500,0.7594456289154513
30,10,10,0.01,1000,1.5188912578309026
30,10,10,0.01,2000,3.0377825156618052
30,10,10,0.01,4000,6.0755650313236105
30,10,10,0.01,8000,12.151130062647221
30,10,10,0.015,500,0.7535410550135414
30,10,10,0.015,1000,1.5070821100270828
30,10,10,0.015,2000,3.0141642200541656
30,10,10,0.015,4000,6.028328440108331
30,10,10,0.015,8000,12.056656880216662
30,10,10,0.02,500,0.7477121949032238
30,10,10,0.02,1000,1.4954243898064477
30,10,10,0.02,2000,2.9908487796128953
30,10,10,0.02,4000,5.981697559225791
30,10,10,0.02,8000,11.963395118451581
30,10,10,0.025,500,0.7419582340415014
30,10,10,0.025,1000,1.4839164680830028
30,10,10,0.025,2000,2.9678329361660056
30,10,10,0.025,4000,5.935665872332011
30,10,10,0.025,8000,11.871331744664023
30,10,20,0,500,2.6387773836116195
30,10,20,0,1000,5.277554767223239
30,10,20,0,2000,10.555109534446478
30,10,20,0,4000,21.110219068892956
30,10,20,0,8000,42.22043813778591
30,10,20,0.005,500,2.526591736019674
30,10,20,0.005,1000,5.053183472039348
30,10,20,0.005,2000,10.106366944078696
30,10,20,0.005,4000,20.21273388815739
30,10,20,0.005,8000,40.42546777631478
30,10,20,0.01,500,2.4209802751809355
30,10,20,0.01,1000,4.841960550361871
30,10,20,0.01,2000,9.683921100723742
30,10,20,0.01,4000,19.367842201447484
30,10,20,0.01,8000,38.73568440289497
30,10,20,0.015,500,2.321517513017783
30,10,20,0.015,1000,4.643035026035566
30,10,20,0.015,2000,9.286070052071132
30,10,20,0.015,4000,18.572140104142264
30,10,20,0.015,8000,37.14428020828453
30,10,20,0.02,500,2.227807413464141
30,10,20,0.02,1000,4.455614826928282
30,10,20,0.02,2000,8.911229653856564
30,10,20,0.02,4000,17.822459307713128
30,10,20,0.02,8000,35.644918615426256
30,10,20,0.025,500,2.139481234369098
30,10,20,0.025,1000,4.278962468738196
30,10,20,0.025,2000,8.557924937476391
30,10,20,0.025,4000,17.115849874952783
30,10,20,0.025,8000,34.231699749905566
30,10,30,0,500,6.33841112089959
30,10,30,0,1000,12.67682224179918
30,10,30,0,2000,25.35364448359836
30,10,30,0,4000,50.70728896719672
30,10,30,0,8000,101.41457793439344
30,10,30,0.005,500,5.850091888860493
30,10,30,0.005,1000,11.700183777720985
30,10,30,0.005,2000,23.40036755544197
30,10,30,0.005,4000,46.80073511088394
30,10,30,0.005,8000,93.60147022176788
30,10,30,0.01,500,5.408165818788317
30,10,30,0.01,1000,10.816331637576633
30,10,30,0.01,2000,21.632663275153266
30,10,30,0.01,4000,43.26532655030653
30,10,30,0.01,8000,86.53065310061307
30,10,30,0.015,500,5.007828065392554
30,10,30,0.015,1000,10.015656130785109
30,10,30,0.015,2000,20.031312261570218
30,10,30,0.015,4000,40.062624523140435
30,10,30,0.015,8000,80.12524904628087
30,10,30,0.02,500,4.6448026100678605
30,10,30,0.02,1000,9.289605220135721
30,10,30,0.02,2000,18.579210440271442
30,10,30,0.02,4000,37.158420880542884
30,10,30,0.02,8000,74.31684176108577
30,10,30,0.025,500,4.315281168559922
30,10,30,0.025,1000,8.630562337119844
30,10,30,0.025,2000,17.26112467423969
30,10,30,0.025,4000,34.52224934847938
30,10,30,0.025,8000,69.04449869695875
30,10,40,0,500,13.286917441321382
30,10,40,0,1000,26.573834882642764
30,10,40,0,2000,53.14766976528553
30,10,40,0,4000,106.29533953057106
30,10,40,0,8000,212.5906790611421
30,10,40,0.005,500,11.786281919963024
30,10,40,0.005,1000,23.572563839926048
30,10,40,0.005,2000,47.145127679852095
30,10,40,0.005,4000,94.29025535970419
30,10,40,0.005,8000,188.58051071940838
30,10,40,0.01,500,10.483466627786644
30,10,40,0.01,1000,20.966933255573288
30,10,40,0.01,2000,41.933866511146576
30,10,40,0.01,4000,83.86773302229315
30,10,40,0.01,8000,167.7354660445863
30,10,40,0.015,500,9.350433863174747
30,10,40,0.015,1000,18.700867726349493
30,10,40,0.015,2000,37.401735452698986
30,10,40,0.015,4000,74.80347090539797
30,10,40,0.015,8000,149.60694181079595
30,10,40,0.02,500,8.363327317745233
30,10,40,0.02,1000,16.726654635490465
30,10,40,0.02,2000,33.45330927098093
30,10,40,0.02,4000,66.90661854196186
30,10,40,0.02,8000,133.81323708392372
30,10,40,0.025,500,7.5018230784675
30,10,40,0.025,1000,15.003646156935
30,10,40,0.025,2000,30.00729231387
30,10,40,0.025,4000,60.01458462774
30,10,40,0.025,8000,120.02916925548
30,20,20,0,500,1.3350655726791596
30,20,20,0,1000,2.670131145358319
30,20,20,0,2000,5.340262290716638
30,20,20,0,4000,10.680524581433277
30,20,20,0,8000,21.361049162866554
30,20,20,0.005,500,1.3097330805626979
30,20,20,0.005,1000,2.6194661611253958
30,20,20,0.005,2000,5.2389323222507915
30,20,20,0.005,4000,10.477864644501583
30,20,20,0.005,8000,20.955729289003166
30,20,20,0.01,500,1.28489555252344
30,20,20,0.01,1000,2.56979110504688
30,20,20,0.01,2000,5.13958221009376
30,20,20,0.01,4000,10.27916442018752
30,20,20,0.01,8000,20.55832884037504
30,20,20,0.015,500,1.2605598274672505
30,20,20,0.015,1000,2.521119654934501
30,20,20,0.015,2000,5.042239309869002
30,20,20,0.015,4000,10.084478619738004
30,20,20,0.015,8000,20.168957239476008
30,20,20,0.02,500,1.236731616606229
30,20,20,0.02,1000,2.473463233212458
30,20,20,0.02,2000,4.946926466424916
30,20,20,0.02,4000,9.893852932849832
30,20,20,0.02,8000,19.787705865699664
30,20,20,0.025,500,1.213415500803522
30,20,20,0.025,1000,2.426831001607044
30,20,20,0.025,2000,4.853662003214088
30,20,20,0.025,4000,9.707324006428175
30,20,20,0.025,8000,19.41464801285635
30,20,30,0,500,3.2068618313750283
30,20,30,0,1000,6.413723662750057
30,20,30,0,2000,12.827447325500113
30,20,30,0,4000,25.654894651000227
30,20,30,0,8000,51.30978930200045
30,20,30,0.005,500,3.032567059386773
30,20,30,0.005,1000,6.065134118773546
30,20,30,0.005,2000,12.130268237547092
30,20,30,0.005,4000,24.260536475094185
30,20,30,0.005,8000,48.52107295018837
30,20,30,0.01,500,2.870295259779041
30,20,30,0.01,1000,5.740590519558082
30,20,30,0.01,2000,11.481181039116164
30,20,30,0.01,4000,22.962362078232328
30,20,30,0.01,8000,45.924724156464656
30,20,30,0.015,500,2.719198475436415
30,20,30,0.015,1000,5.43839695087283
30,20,30,0.015,2000,10.87679390174566
30,20,30,0.015,4000,21.75358780349132
30,20,30,0.015,8000,43.50717560698264
30,20,30,0.02,500,2.578487801974683
30,20,30,0.02,1000,5.156975603949366
30,20,30,0.02,2000,10.313951207898732
30,20,30,0.02,4000,20.627902415797465
30,20,30,0.02,8000,41.25580483159493
30,20,30,0.025,500,2.4474293002154957
30,20,30,0.025,1000,4.894858600430991
30,20,30,0.025,2000,9.789717200861983
30,20,30,0.025,4000,19.579434401723965
30,20,30,0.025,8000,39.15886880344793
30,20,40,0,500,6.7223958159970705
30,20,40,0,1000,13.444791631994141
30,20,40,0,2000,26.889583263988282
30,20,40,0,4000,53.779166527976564
30,20,40,0,8000,107.55833305595313
30,20,40,0.005,500,6.109765621149565
30,20,40,0.005,1000,12.21953124229913
30,20,40,0.005,2000,24.43906248459826
30,20,40,0.005,4000,48.87812496919652
30,20,40,0.005,8000,97.75624993839304
30,20,40,0.01,500,5.5639278779602
30,20,40,0.01,1000,11.1278557559204
30,20,40,0.01,2000,22.2557115118408
30,20,40,0.01,4000,44.5114230236816
30,20,40,0.01,8000,89.0228460473632
30,20,40,0.015,500,5.077188188852231
30,20,40,0.015,1000,10.154376377704462
30,20,40,0.015,2000,20.308752755408925
30,20,40,0.015,4000,40.61750551081785
30,20,40,0.015,8000,81.2350110216357
30,20,40,0.02,500,4.642767256887299
30,20,40,0.02,1000,9.285534513774598
30,20,40,0.02,2000,18.571069027549196
30,20,40,0.02,4000,37.14213805509839
30,20,40,0.02,8000,74.28427611019679
30,20,40,0.025,500,4.254689530091792
30,20,40,0.025,1000,8.509379060183583
30,20,40,0.025,2000,17.018758120367167
30,20,40,0.025,4000,34.037516240734334
30,20,40,0.025,8000,68.07503248146867
30,30,30,0,500,2.185590134148304
30,30,30,0,1000,4.371180268296608
30,30,30,0,2000,8.742360536593216
30,30,30,0,4000,17.48472107318643
30,30,30,0,8000,34.96944214637286
30,30,30,0.005,500,2.115612869887065
30,30,30,0.005,1000,4.23122573977413
30,30,30,0.005,2000,8.46245147954826
30,30,30,0.005,4000,16.92490295909652
30,30,30,0.005,8000,33.84980591819304
30,30,30,0.01,500,2.0473950343215512
30,30,30,0.01,1000,4.0947900686431025
30,30,30,0.01,2000,8.189580137286205
30,30,30,0.01,4000,16.37916027457241
30,30,30,0.01,8000,32.75832054914482
30,30,30,0.015,500,1.981013421906219
30,30,30,0.015,1000,3.962026843812438
30,30,30,0.015,2000,7.924053687624876
30,30,30,0.015,4000,15.848107375249752
30,30,30,0.015,8000,31.696214750499504
30,30,30,0.02,500,1.9165335697301404
30,30,30,0.02,1000,3.833067139460281
30,30,30,0.02,2000,7.666134278920562
30,30,30,0.02,4000,15.332268557841124
30,30,30,0.02,8000,30.664537115682247
30,30,30,0.025,500,1.8540094908061273
30,30,30,0.025,1000,3.7080189816122546
30,30,30,0.025,2000,7.416037963224509
30,30,30,0.025,4000,14.832075926449019
30,30,30,0.025,8000,29.664151852898037
30,30,40,0,500,4.581551294021067
30,30,40,0,1000,9.163102588042134
30,30,40,0,2000,18.32620517608427
30,30,40,0,4000,36.65241035216854
30,30,40,0,8000,73.30482070433708
30,30,40,0.005,500,4.262362060580896
30,30,40,0.005,1000,8.524724121161793
30,30,40,0.005,2000,17.049448242323585
30,30,40,0.005,4000,34.09889648464717
30,30,40,0.005,8000,68.19779296929434
30,30,40,0.01,500,3.9687757800693633
30,30,40,0.01,1000,7.9375515601387265
30,30,40,0.01,2000,15.875103120277453
30,30,40,0.01,4000,31.750206240554906
30,30,40,0.01,8000,63.50041248110981
30,30,40,0.015,500,3.6988759880963644
30,30,40,0.015,1000,7.397751976192729
30,30,40,0.015,2000,14.795503952385458
30,30,40,0.015,4000,29.591007904770915
30,30,40,0.015,8000,59.18201580954183
30,30,40,0.02,500,3.4508673252028017
30,30,40,0.02,1000,6.901734650405603
30,30,40,0.02,2000,13.803469300811207
30,30,40,0.02,4000,27.606938601622414
30,30,40,0.02,8000,55.21387720324483
30,30,40,0.025,500,3.2230695156461047
30,30,40,0.025,1000,6.446139031292209
30,30,40,0.025,2000,12.892278062584419
30,30,40,0.025,4000,25.784556125168837
30,30,40,0.025,8000,51.569112250337675
30,40,40,0,500,3.5673340336169246
30,40,40,0,1000,7.134668067233849
30,40,40,0,2000,14.269336134467698
30,40,40,0,4000,28.538672268935397
30,40,40,0,8000,57.07734453787079
30,40,40,0.005,500,3.391188111168489
30,40,40,0.005,1000,6.782376222336978
30,40,40,0.005,2000,13.564752444673957
30,40,40,0.005,4000,27.129504889347913
30,40,40,0.005,8000,54.25900977869583
30,40,40,0.01,500,3.2217658976990475
30,40,40,0.01,1000,6.443531795398095
30,40,40,0.01,2000,12.88706359079619
30,40,40,0.01,4000,25.77412718159238
30,40,40,0.01,8000,51.54825436318476
30,40,40,0.015,500,3.0593398265731047
30,40,40,0.015,1000,6.118679653146209
30,40,40,0.015,2000,12.237359306292419
30,40,40,0.015,4000,24.474718612584837
30,40,40,0.015,8000,48.949437225169675
30,40,40,0.02,500,2.904110106317929
30,40,40,0.02,1000,5.808220212635858
30,40,40,0.02,2000,11.616440425271715
30,40,40,0.02,4000,23.23288085054343
30,40,40,0.02,8000,46.46576170108686
30,40,40,0.025,500,2.7562051824621023
30,40,40,0.025,1000,5.512410364924205
30,40,40,0.025,2000,11.02482072984841
30,40,40,0.025,4000,22.04964145969682
30,40,40,0.025,8000,44.09928291939364
40,1,1,0,500,1.1829530243127977
40,1,1,0,1000,2.3659060486255954
40,1,1,0,2000,4.731812097251191
40,1,1,0,4000,9.463624194502382
40,1,1,0,8000,18.927248389004763
40,1,1,0.005,500,1.1770676858833808
40,1,1,0.005,1000,2.3541353717667617
40,1,1,0.005,2000,4.708270743533523
40,1,1,0.005,4000,9.416541487067047
40,1,1,0.005,8000,18.833082974134093
40,1,1,0.01,500,1.171240618131483
40,1,1,0.01,1000,2.342481236262966
40,1,1,0.01,2000,4.684962472525932
40,1,1,0.01,4000,9.369924945051864
40,1,1,0.01,8000,18.739849890103727
40,1,1,0.015,500,1.1654709599140867
40,1,1,0.015,1000,2.3309419198281733
40,1,1,0.015,2000,4.661883839656347
40,1,1,0.015,4000,9.323767679312693
40,1,1,0.015,8000,18.647535358625387
40,1,1,0.02,500,1.159757866973331
40,1,1,0.02,1000,2.319515733946662
40,1,1,0.02,2000,4.639031467893324
40,1,1,0.02,4000,9.278062935786648
40,1,1,0.02,8000,18.556125871573297
40,1,1,0.025,500,1.1541005115246807
40,1,1,0.025,1000,2.3082010230493615
40,1,1,0.025,2000,4.616402046098723
40,1,1,0.025,4000,9.232804092197446
40,1,1,0.025,8000,18.465608184394892
40,1,5,0,500,7.351949278294888
40,1,5,0,1000,14.703898556589776
40,1,5,0,2000,29.40779711317955
40,1,5,0,4000,58.8155942263591
40,1,5,0,8000,117.6311884527182
40,1,5,0.005,500,7.235628237780192
40,1,5,0.005,1000,14.471256475560384
40,1,5,0.005,2000,28.94251295112077
40,1,5,0.005,4000,57.88502590224154
40,1,5,0.005,8000,115.77005180448307
40,1,5,0.01,500,7.12205802881488
40,1,5,0.01,1000,14.24411605762976
40,1,5,0.01,2000,28.48823211525952
40,1,5,0.01,4000,56.97646423051904
40,1,5,0.01,8000,113.95292846103808
40,1,5,0.015,500,7.011156536348975
40,1,5,0.015,1000,14.02231307269795
40,1,5,0.015,2000,28.0446261453959
40,1,5,0.015,4000,56.0892522907918
40,1,5,0.015,8000,112.1785045815836
40,1,5,0.02,500,6.902844553086474
40,1,5,0.02,1000,13.805689106172949
40,1,5,0.02,2000,27.611378212345898
40,1,5,0.02,4000,55.222756424691795
40,1,5,0.02,8000,110.44551284938359
40,1,5,0.025,500,6.797045661335275
40,1,5,0.025,1000,13.59409132267055
40,1,5,0.025,2000,27.1881826453411
40,1,5,0.025,4000,54.3763652906822
40,1,5,0.025,8000,108.7527305813644
40,1,10,0,500,18.84942253214208
40,1,10,0,1000,37.69884506428416
40,1,10,0,2000,75.39769012856831
40,1,10,0,4000,150.79538025713663
40,1,10,0,8000,301.59076051427326
40,1,10,0.005,500,18.27552366827385
40,1,10,0.005,1000,36.5510473365477
40,1,10,0.005,2000,73.1020946730954
40,1,10,0.005,4000,146.2041893461908
40,1,10,0.005,8000,292.4083786923816
40,1,10,0.01,500,17.72524086914657
40,1,10,0.01,1000,35.45048173829314
40,1,10,0.01,2000,70.90096347658628
40,1,10,0.01,4000,141.80192695317257
40,1,10,0.01,8000,283.60385390634514
40,1,10,0.015,500,17.1974250280654
40,1,10,0.015,1000,34.3948500561308
40,1,10,0.015,2000,68.7897001122616
40,1,10,0.015,4000,137.5794002245232
40,1,10,0.015,8000,275.1588004490464
40,1,10,0.02,500,16.690990181840984
40,1,10,0.02,1000,33.38198036368197
40,1,10,0.02,2000,66.76396072736394
40,1,10,0.02,4000,133.52792145472787
40,1,10,0.02,8000,267.05584290945575
40,1,10,0.025,500,16.204909682991932
40,1,10,0.025,1000,32.409819365983864
40,1,10,0.025,2000,64.81963873196773
40,1,10,0.025,4000,129.63927746393546
40,1,10,0.025,8000,259.2785549278709
40,1,20,0,500,56.1954570453154
40,1,20,0,1000,112.3909140906308
